产品品牌,产品型号,产品称号,历史品牌,历史型号,产品类型,内径d,外径D,宽度B,油脂转速,油气转速,质量KG,产品系列,精度等级,预紧等级,密封形式,角度,滚动体大小,滚动体材料,配组列数,配组形式,说明,标签,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_brand,product_model,product_label,product_brand_old,product_model_old,product_class,ind,oud,wid,speed_g,speed_o,weight,serie,accuracy,preload,seal,angle,r_size,r_matel,assembly_no,assembly_type,note,tag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA209CGA,BSA 209 CGA,SNFA,BS2457P62UM,丝杠支承角接触推力球轴承,45,85,19,6300,7500,0.51,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA210CGA,BSA 210 CGA,SNFA,BS2507P62UM,丝杠支承角接触推力球轴承,50,90,20,6000,7000,0.56,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA212CGA,BSA 212 CGA,SNFA,BS2607P62UM,丝杠支承角接触推力球轴承,60,110,22,5000,6000,0.95,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA215CGA,BSA 215 CGA,SNFA,BS2757P62UM,丝杠支承角接触推力球轴承,75,130,25,4300,5000,1.45,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA305CGA,BSA 305 CGA,SNFA,BS3257P62UM,丝杠支承角接触推力球轴承,25,62,17,8000,9500,0.27,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA306CGA,BSA 306 CGA,SNFA,BS3307P62UM,丝杠支承角接触推力球轴承,30,72,19,6700,8000,0.4,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA307CGA,BSA 307 CGA,SNFA,BS3357P62UM,丝杠支承角接触推力球轴承,35,80,21,6000,7000,0.56,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSA308CGA,BSA 308 CGA,SNFA,BS3407P62UM,丝杠支承角接触推力球轴承,40,90,23,6000,7000,0.77,BSA,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD2047CGA,BSD 2047 CGA,SNFA,BS20/477P62UM,丝杠支承角接触推力球轴承,20,47,15,9500,12000,0.13,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD2562CGA,BSD 2562 CGA,SNFA,BS25/627P62UM,丝杠支承角接触推力球轴承,25,62,15,8000,9500,0.24,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD3062CGA,BSD 3062 CGA,SNFA,BS30/627P62UM,丝杠支承角接触推力球轴承,30,62,15,8000,95000,0.22,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD3572CGA,BSD 3572 CGA,SNFA,BS35/727P62UM,丝杠支承角接触推力球轴承,35,72,15,7500,9000,0.3,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD4072CGA,BSD 4072 CGA,SNFA,BS40/727P62UM,丝杠支承角接触推力球轴承,40,72,15,7500,9000,0.26,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD4090CGA,BSD 4090 CGA,SNFA,BS40/907P62UM,丝杠支承角接触推力球轴承,40,90,20,6000,7000,0.68,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD4575CGA,BSD 4575 CGA,SNFA,BS45/757P62UM,丝杠支承角接触推力球轴承,45,75,15,7500,9000,0.26,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD45100CGA,BSD 45100 CGA,SNFA,BS45/1007P62UM,丝杠支承角接触推力球轴承,45,100,20,5600,6700,0.71,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD50100CGA,BSD 50100 CGA,SNFA,BS50/1007P62UM,丝杠支承角接触推力球轴承,50,100,20,5600,6700,0.71,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD55100CGA,BSD 55100 CGA,SNFA,BS55/1007P62UM,丝杠支承角接触推力球轴承,55,100,20,5600,6700,0.66,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD55120CGA,BSD 55120 CGA,SNFA,BS55/1207P62UM,丝杠支承角接触推力球轴承,55,120,20,5000,6000,1.14,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BSD60120CGA,BSD 60120 CGA,SNFA,BS60/1207P62UM,丝杠支承角接触推力球轴承,60,120,20,5000,6000,1.07,BSD,P4,轻,开式,62,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS008032-2RS,BEAS 008032-2RS,SNFA,BEAS8/32/C7P60,丝杠支承角接触推力球轴承,8,32,20,5300,,0.09,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS008032-2Z,BEAS 008032-2Z,SNFA,BEAS8/32/Z7P60,丝杠支承角接触推力球轴承,8,32,20,8800,,0.09,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS012042-2RS,BEAS 012042-2RS,SNFA,BEAS12/42/C7P60,丝杠支承角接触推力球轴承,12,42,25,4000,,0.2,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS012042-2Z,BEAS 012042-2Z,SNFA,BEAS12/42/Z7P60,丝杠支承角接触推力球轴承,12,42,25,6700,,0.2,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS015045-2RS,BEAS 015045-2RS,SNFA,BEAS15/45/C7P60,丝杠支承角接触推力球轴承,15,45,25,3900,,0.21,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS015045-2Z,BEAS 015045-2Z,SNFA,BEAS15/45/Z7P60,丝杠支承角接触推力球轴承,15,45,25,6500,,0.21,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS017047-2RS,BEAS 017047-2RS,SNFA,BEAS17/47/C7P60,丝杠支承角接触推力球轴承,17,47,25,3800,,0.22,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS017047-2Z,BEAS 017047-2Z,SNFA,BEAS17/47/Z7P60,丝杠支承角接触推力球轴承,17,47,25,6300,,0.22,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS020052-2RS,BEAS 020052-2RS,SNFA,BEAS20/52/C7P60,丝杠支承角接触推力球轴承,20,52,26,3400,,0.31,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS020052-2Z/PE,BEAS 020052-2Z / PE,SNFA,BEAS20/52/ZSQP60,丝杠支承角接触推力球轴承,20,52,26,6000,,0.31,BEAS,P5,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS020052-2Z,BEAS 020052-2Z,SNFA,BEAS20/52/Z7P60,丝杠支承角接触推力球轴承,20,52,26,6000,,0.31,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS025057-2RS,BEAS 025057-2RS,SNFA,BEAS25/57/C7P60,丝杠支承角接触推力球轴承,25,57,28,3400,,0.34,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS025057-2Z,BEAS 025057-2Z,SNFA,BEAS25/57/Z7P60,丝杠支承角接触推力球轴承,25,57,28,5600,,0.34,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS030062-2RS,BEAS 030062-2RS,SNFA,BEAS30/62/C7P60,丝杠支承角接触推力球轴承,30,62,28,3200,,0.39,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAS030062-2Z,BEAS 030062-2Z,SNFA,BEAS30/62/Z7P60,丝杠支承角接触推力球轴承,30,62,28,5300,,0.39,BEAS,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKF,BEAM012055-2RS,BEAM 012055-2RS,SNFA,BEAM12/55/C7P60,丝杠支承角接触推力球轴承,12,55,25,4000,,0.37,BEAM,P4,,密封,60,,轴承钢,单列,万能自由配组,,精密轴承 主轴轴承 高速主轴 高速电机,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
